"","video","Bias","positive","negative","sentiment","lgpp","nrc_el","topic"
"1987","-NgI4v2BMPk","C",NA,NA,NA,NA,NA,NA
"1990","-NmnD3XvKHg","",233,152,"positive","VALUES","sadness","society"
"1991","-NpKTOjdJOo","LC",359,116,"positive","INSTITUTIONS","trust","economy"
"1992","-NzgFzstsE0","",NA,NA,NA,NA,NA,NA
"1993","-O0Bs65eN5w","",229,90,"positive","CULTURE","disgust","diplomacy"
"1994","-O0EwFrQbps","",NA,NA,NA,NA,NA,NA
"1995","-O6xyeEcAEs","LC",NA,NA,NA,NA,NA,NA
"1996","-O8LxSQBr70","",18,7,"positive","VALUES","positive","society"
"1998","-OA6BAAgesQ","",631,316,"positive","VALUES","positive","economy"
"2001","-OCQUbQl1nk","",196,45,"positive","ENVIRONMENT","negative","politics"
"2002","-OFLmo2C-WE","",NA,NA,NA,NA,NA,NA
"2003","-OLFwkfPxCg","C",72,40,"positive","RURAL","anger","diplomacy"
"2009","-OZNxJxkVDg","",NA,NA,NA,NA,NA,NA
"2014","-OamnGUKVIQ","",NA,NA,NA,NA,NA,NA
"2015","-Ot0vHUyEpw","",NA,NA,NA,NA,NA,NA
"2016","-Otp4zwabVQ","",527,268,"positive","GROUPS","anger","military"
"2017","-P-BfR3Bdsw","",NA,NA,NA,NA,NA,NA
"2021","-P0rSnt2HSU","LC",NA,NA,NA,NA,NA,NA
"2060","-PFYthpdEIU","C",NA,NA,NA,NA,NA,NA
"2062","-PL32ea0MqM","",127,93,"positive","URBAN","surprise","diplomacy"
"2094","-PLvGLowuHU","",NA,NA,NA,NA,NA,NA
"2096","-PNGxNzogOY","",NA,NA,NA,NA,NA,NA
"2099","-PWrdyEHN8Q","",NA,NA,NA,NA,NA,NA
"2100","-PYffdGJw8Q","",NA,NA,NA,NA,NA,NA
"2101","-PaOb8CRUSM","",NA,NA,NA,NA,NA,NA
"2127","-PebxokXOzs","",134,66,"positive","RURAL","anger","diplomacy"
"2139","-Pi-UDyudKY","",NA,NA,NA,NA,NA,NA
"2151","-PmD7ajep54","LC",86,73,"positive","ENVIRONMENT","disgust","diplomacy"
"2152","-PpDq1WUtAw","",275,378,"negative","ENVIRONMENT","disgust","economy"
"2176","-PuHoswCQ5U","",NA,NA,NA,NA,NA,NA
"2178","-PudgyZaLyA","",NA,NA,NA,NA,NA,NA
"2179","-Pz7l-_AxKg","",94,58,"positive","URBAN","anger","diplomacy"
"2180","-Q8N5bR7INk","",NA,NA,NA,NA,NA,NA
"2181","-Q9Nbn7azzA","",76,23,"positive","ENVIRONMENT","disgust","diplomacy"
"2183","-QBGyJlqG8M","",NA,NA,NA,NA,NA,NA
"2184","-QCmuqS0Kac","",NA,NA,NA,NA,NA,NA
"2185","-QFwmF-Bpns","",NA,NA,NA,NA,NA,NA
"2186","-QJ_WdBzTrU","",NA,NA,NA,NA,NA,NA
"2187","-QNwGuqh9O0","C",62,39,"positive","URBAN","surprise","diplomacy"
"2188","-QRN3wWSc3w","",70,23,"positive","VALUES","positive","society"
"2189","-QROsCcpd1E","",5,4,"positive","CULTURE","fear","economy"
"2190","-QSI9l1WKNQ","",NA,NA,NA,NA,NA,NA
"2192","-QXvc2PN1H8","",NA,NA,NA,NA,NA,NA
"2193","-QkrR1UkDgE","",NA,NA,NA,NA,NA,NA
"2194","-Qu4rLgIcqI","",82,80,"positive","CULTURE","joy","economy"
"2195","-QvfX0unWKs","",1257,300,"positive","CULTURE","joy","society"
"2196","-QwT1BxZH0k","",408,123,"positive","RURAL","disgust","diplomacy"
"2202","-QxprD3Ii2M","",NA,NA,NA,NA,NA,NA
"2203","-QyDfImhJUs","",55,27,"positive","GROUPS","joy","society"
"2204","-R11cfRCiIU","",161,158,"positive","VALUES","trust","politics"
"2205","-R4IhupNi_A","RC",51,19,"positive","INSTITUTIONS","sadness","politics"
"2241","-R9ZpWk1dI0","L",NA,NA,NA,NA,NA,NA
"2245","-RL5QBdlacQ","",NA,NA,NA,NA,NA,NA
"2246","-RNNQPxnUYE","",123,60,"positive","ENVIRONMENT","disgust","diplomacy"
"2254","-RQePrEnWSQ","",NA,NA,NA,NA,NA,NA
"2255","-RUtxxMUDd8","LC",25,9,"positive","URBAN","joy","society"
"2256","-RVw1OmD1fU","L",NA,NA,NA,NA,NA,NA
"2257","-RaIkeXUFHM","",NA,NA,NA,NA,NA,NA
"2258","-RbAPAhaVqQ","",57,36,"positive","LAW_AND_ORDER","anger","politics"
"2261","-RcBWhTyffI","",147,144,"positive","VALUES","positive","society"
"2262","-Rj__2IX0ac","",345,177,"positive","LAW_AND_ORDER","negative","military"
"2264","-Rjs5uasKZ4","",NA,NA,NA,NA,NA,NA
"2265","-RjuEapqrUI","",96,50,"positive","GROUPS","joy","society"
"2275","-Ro5kNiIkzQ","LC",NA,NA,NA,NA,NA,NA
"2276","-RvDQAVxj80","L",NA,NA,NA,NA,NA,NA
"2288","-RwnG3RmPlw","",268,172,"positive","CULTURE","fear","politics"
"2289","-S0T3-HJpzQ","",232,102,"positive","CULTURE","joy","economy"
"2292","-S0qKtsjRFs","",NA,NA,NA,NA,NA,NA
"2293","-S64atjGoss","",92,27,"positive","ECONOMY","surprise","economy"
"2294","-S6tQpeXpVE","",NA,NA,NA,NA,NA,NA
"2295","-SCpCsvf1V4","",71,77,"negative","LAW_AND_ORDER","fear","military"
"2297","-SDIb2rf9EA","",88,96,"negative","CULTURE","disgust","society"
"2298","-SEiGEbxv5M","LC",NA,NA,NA,NA,NA,NA
"2320","-SGfd6vm5vY","",NA,NA,NA,NA,NA,NA
"2322","-SOC-MfsQwQ","LC",NA,NA,NA,NA,NA,NA
"2324","-SQIa3ngLpA","",NA,NA,NA,NA,NA,NA
"2325","-SUFt8hNfSg","LC",NA,NA,NA,NA,NA,NA
"2326","-SVb0x1hrNM","LC",34,37,"negative","INSTITUTIONS","anger","politics"
"2327","-SWkLNmrNyY","C",NA,NA,NA,NA,NA,NA
"2330","-SZVQKcjUn0","",NA,NA,NA,NA,NA,NA
"2331","-SaX7ljz-Xg","",NA,NA,NA,NA,NA,NA
"2332","-ScZN9z0U_Q","",175,143,"positive","RURAL","anger","military"
"2337","-Se9HZoCUOQ","",723,422,"positive","ENVIRONMENT","sadness","society"
"2340","-SgE4rom6Kc","",NA,NA,NA,NA,NA,NA
"2341","-Slck_1RiBk","",6,5,"positive","INSTITUTIONS","trust","politics"
"2344","-SoZcjMWxm8","L",131,120,"positive","URBAN","joy","politics"
"2345","-Ss8UAEmcMk","",NA,NA,NA,NA,NA,NA
"2360","-SsDt81M_Mg","",381,269,"positive","ENVIRONMENT","sadness","society"
"2363","-Ss_wHCS1Aw","",117,44,"positive","ENVIRONMENT","anticipation","military"
"2364","-SxCJarZT-A","",536,283,"positive","ECONOMY","positive","economy"
"2366","-T-WtjfSTVk","",339,263,"positive","GROUPS","joy","society"
"2368","-T5eYF9WiRI","",NA,NA,NA,NA,NA,NA
"2369","-T9UaP1AsMI","C",NA,NA,NA,NA,NA,NA
"2370","-TAWBayABsM","C",38,25,"positive","VALUES","anger","society"
"2377","-TCmGba7sb8","",106,46,"positive","RURAL","anticipation","economy"
"2378","-TFCMK4i2lo","",NA,NA,NA,NA,NA,NA
"2382","-TFQjYfrE0Q","L",54,46,"positive","ECONOMY","negative","economy"
"2384","-THACixg0pk","",91,56,"positive","ENVIRONMENT","anger","military"
"2385","-TLnvxbZh00","LC",15,33,"negative","RURAL","disgust","economy"
"2386","-TWfFbXJFi4","",NA,NA,NA,NA,NA,NA
"2387","-T_XPaY43YM","",NA,NA,NA,NA,NA,NA
"2388","-T_pjMr7-n0","L",NA,NA,NA,NA,NA,NA
"2390","-TeeIEh2IE8","",110,23,"positive","CULTURE","joy","society"
"2435","-Tg9IMCKa5M","",NA,NA,NA,NA,NA,NA
"2436","-TkXLxOE8LM","",82,13,"positive","URBAN","joy","society"
"2451","-Ton7ILcpYU","",NA,NA,NA,NA,NA,NA
"2452","-TqrahnSJCs","C",239,241,"negative","VALUES","anger","society"
"2472","-TrYseef8NE","",101,62,"positive","GROUPS","anger","diplomacy"
"2473","-TvKxBD0j-g","",NA,NA,NA,NA,NA,NA
"2474","-U4Cq-dgNnw","C",88,88,"positive","VALUES","positive","economy"
"2585","-U8EfS3y31k","LC",NA,NA,NA,NA,NA,NA
"2586","-UAXs1c9Who","",343,86,"positive","CULTURE","joy","economy"
"2589","-UCBIV3p2HY","",NA,NA,NA,NA,NA,NA
"2590","-UKH9qdyo0A","",NA,NA,NA,NA,NA,NA
"2593","-UMI9-6gmzE","C",126,89,"positive","INSTITUTIONS","sadness","politics"
"2594","-URDChMSrm8","",287,215,"positive","INSTITUTIONS","trust","politics"
"2596","-USCDUo-VLo","",208,77,"positive","ECONOMY","trust","economy"
"2597","-UT4eMMUm28","",NA,NA,NA,NA,NA,NA
"2598","-U_r-H6NqXc","",678,177,"positive","VALUES","sadness","society"
"2601","-UamjZaovMk","",NA,NA,NA,NA,NA,NA
"2602","-UdqVPc4p-I","",34,17,"positive","CULTURE","anger","diplomacy"
"2603","-Ul3Mjk2YYU","LC",NA,NA,NA,NA,NA,NA
"2604","-V8p29ToG9E","",100,70,"positive","VALUES","positive","society"
"2605","-VA9VZeox3g","",NA,NA,NA,NA,NA,NA
"2607","-VBGZsSUKlg","LC",428,84,"positive","ECONOMY","surprise","economy"
"2608","-VGjcROdrbQ","",39,8,"positive","GROUPS","joy","society"
"2611","-VMl6_aJfeY","",89,141,"negative","RURAL","anticipation","military"
"2612","-VRx0GRo-Ws","",32,26,"positive","VALUES","joy","politics"
"2616","-VXRRoSnbm4","LC",NA,NA,NA,NA,NA,NA
"2617","-VkXzhdxVXg","",NA,NA,NA,NA,NA,NA
"2618","-VmcZekFGxE","C",20,12,"positive","VALUES","joy","society"
"2619","-Vmhbu9B8Ms","",143,159,"negative","LAW_AND_ORDER","joy","politics"
"2621","-VsjMb_hLPw","LC",143,88,"positive","INSTITUTIONS","surprise","politics"
"2623","-Vw8L4cnWcY","",48,21,"positive","GROUPS","positive","society"
"2626","-W1OXmQQRe0","C",165,73,"positive","ENVIRONMENT","sadness","society"
"2627","-W9NIeueViw","",662,137,"positive","CULTURE","joy","economy"
"2629","-WBIxmRlyZo","L",NA,NA,NA,NA,NA,NA
"2630","-WBmPuKsds8","",NA,NA,NA,NA,NA,NA
"2631","-WCZGmM9ek0","",NA,NA,NA,NA,NA,NA
"2632","-WKI6N_29DM","",32,28,"positive","ECONOMY","anticipation","politics"
"2633","-WLHr1_EVtQ","C",NA,NA,NA,NA,NA,NA
"2636","-WODZh_yjIs","",NA,NA,NA,NA,NA,NA
"2637","-WYojXGNiok","R",NA,NA,NA,NA,NA,NA
"2638","-WZrUlnxCn8","LC",NA,NA,NA,NA,NA,NA
"2641","-WgWq6ugPD4","",NA,NA,NA,NA,NA,NA
"2644","-WlyDcwGgpo","",NA,NA,NA,NA,NA,NA
"2645","-WnXW5l7o0Q","",NA,NA,NA,NA,NA,NA
"2647","-Wo51Yy0fyI","",NA,NA,NA,NA,NA,NA
"2648","-Wpd82iBnjg","R",91,56,"positive","VALUES","negative","economy"
"2682","-Wz69m4hKsw","RC",NA,NA,NA,NA,NA,NA
"2686","-X8Xfl0JdTQ","",NA,NA,NA,NA,NA,NA
"2687","-XC3kiW6UNE","",NA,NA,NA,NA,NA,NA
"2690","-XHqOD-_-kk","LC",222,115,"positive","GROUPS","disgust","society"
"2703","-XPi2RKYPX0","",NA,NA,NA,NA,NA,NA
"2704","-XQcnO4iX_U","",NA,NA,NA,NA,NA,NA
"2705","-XRL_Jqrqvg","",NA,NA,NA,NA,NA,NA
"2706","-XTWi7YYw-c","R",NA,NA,NA,NA,NA,NA
"2710","-XWve-ZMjT4","",436,398,"positive","VALUES","fear","politics"
"2711","-XYnHReWOng","",NA,NA,NA,NA,NA,NA
"2712","-XZjgAh9BjM","",NA,NA,NA,NA,NA,NA
"2716","-XaVelaRiiw","",NA,NA,NA,NA,NA,NA
"2719","-XscydK-3LI","",NA,NA,NA,NA,NA,NA
"2720","-XzuBJxyWbA","",393,175,"positive","LAW_AND_ORDER","negative","society"
"2722","-Y7PLaxXUrs","C",90,25,"positive","ECONOMY","trust","diplomacy"
"2727","-YAMbLHcS-8","",NA,NA,NA,NA,NA,NA
"2728","-YFRUSTiFUs","",NA,NA,NA,NA,NA,NA
"2730","-YQy5ba50QM","",NA,NA,NA,NA,NA,NA
"2731","-YRHOLunhjw","",NA,NA,NA,NA,NA,NA
"2736","-YRkw4jD9q0","",NA,NA,NA,NA,NA,NA
"2737","-YXosoxikyI","",49,16,"positive","GROUPS","anticipation","economy"
"2738","-YZouJX0H3c","",NA,NA,NA,NA,NA,NA
"2739","-YbRNgBg9Og","R",37,41,"negative","GROUPS","positive","politics"
"3220","-YkLPxQp_y0","LC",123,73,"positive","LAW_AND_ORDER","fear","military"
"3251","-YtazKqaTX8","",155,75,"positive","CULTURE","negative","society"
"3253","-YwPt45BolQ","C",83,46,"positive","INSTITUTIONS","anger","politics"
"3254","-YwenAKDDHo","",209,287,"negative","LAW_AND_ORDER","fear","military"
"3255","-Z0Z5MerSP4","",53,20,"positive","CULTURE","disgust","society"
"3256","-Z7fOtwWUes","",200,103,"positive","URBAN","joy","society"
"3257","-ZDZtBRTyeI","",NA,NA,NA,NA,NA,NA
"3260","-ZFnEeegxvU","",NA,NA,NA,NA,NA,NA
"3261","-ZVh_u5RyiU","",NA,NA,NA,NA,NA,NA
"3268","-ZW-ZnQoj5g","",NA,NA,NA,NA,NA,NA
"3269","-ZYp5KlUDV4","",NA,NA,NA,NA,NA,NA
"3271","-ZgBexrZvM0","",615,249,"positive","CULTURE","joy","economy"
"3300","-ZkaE8nq54w","",NA,NA,NA,NA,NA,NA
"3301","-ZvdPE5aIaw","L",28,28,"positive","INSTITUTIONS","trust","economy"
"3302","-Zz7Qr5KO2k","R",NA,NA,NA,NA,NA,NA
"3304","-_70qWvn8eE","",NA,NA,NA,NA,NA,NA
"3305","-_IVj7XDZS8","LC",NA,NA,NA,NA,NA,NA
"3322","-_Op0bQfMoo","",NA,NA,NA,NA,NA,NA
"3323","-_TafYrdkq8","",99,31,"positive","GROUPS","joy","society"
"3324","-_TmypFiwXg","LC",208,182,"positive","INSTITUTIONS","trust","economy"
"3336","-_WAMNqKK1k","",NA,NA,NA,NA,NA,NA
"3337","-_e4WMwgV9Q","",769,189,"positive","CULTURE","joy","society"
"3344","-_mZCYNMfR0","LC",NA,NA,NA,NA,NA,NA
"3345","-_nka_Nkli8","",256,118,"positive","CULTURE","joy","economy"
"3346","-_qpzFlpgpo","",211,155,"positive","URBAN","disgust","diplomacy"
"3348","-_sQ3cgQvR0","",165,121,"positive","ENVIRONMENT","negative","diplomacy"
"3349","-a0k68ZJEQU","LC",NA,NA,NA,NA,NA,NA
"3360","-a739VjqdSI","",NA,NA,NA,NA,NA,NA
"3362","-aAwjWHZZcc","",NA,NA,NA,NA,NA,NA
"3363","-aCJtxibSpA","",NA,NA,NA,NA,NA,NA
"3364","-aCn72iXO9s","C",145,167,"negative","INSTITUTIONS","anger","politics"
"3372","-aDMP4tFkiM","",11,6,"positive","LAW_AND_ORDER","trust","politics"
"3375","-aQ2E0mlRQI","",NA,NA,NA,NA,NA,NA
"3377","-aVXmdMROAc","",NA,NA,NA,NA,NA,NA
"3378","-aWeIZxfT4E","L",66,21,"positive","VALUES","joy","politics"
"3379","-aX7D80Tj8Y","",12,5,"positive","ECONOMY","fear","politics"
"3382","-aZ-dH4Usns","LC",193,32,"positive","CULTURE","surprise","military"
"3445","-adfBjI4ukE","RC",NA,NA,NA,NA,NA,NA
"3446","-aelHqarw7E","",NA,NA,NA,NA,NA,NA
"3450","-amaEDqDmWU","L",96,22,"positive","CULTURE","joy","economy"
"3461","-aqrGd5ABvQ","R",61,35,"positive","INSTITUTIONS","trust","politics"
"3490","-avpx8UTakI","LC",251,100,"positive","RURAL","fear","military"
"3544","-axOMKLkLLQ","",NA,NA,NA,NA,NA,NA
"3545","-b041NXGPZ8","",NA,NA,NA,NA,NA,NA
"3547","-b4kAycprQg","",72,39,"positive","RURAL","fear","military"
"3548","-bCeVswOIVQ","LC",1707,565,"positive","ECONOMY","sadness","politics"
"3550","-bDKq4O8bhc","",NA,NA,NA,NA,NA,NA
"3551","-bFJv1OjrLc","",149,64,"positive","RURAL","joy","military"
"3555","-bKLXQzZXLk","",320,186,"positive","INSTITUTIONS","trust","politics"
"3556","-bYAQ-ZZtEU","C",348,425,"negative","RURAL","fear","military"
"3569","-b_9wi6CGBA","L",43,24,"positive","CULTURE","joy","economy"
"3710","-bf1veygZko","",NA,NA,NA,NA,NA,NA
"3711","-c7d5W0_NPA","",NA,NA,NA,NA,NA,NA
"3712","-c8LoR84Xjs","",NA,NA,NA,NA,NA,NA
"3713","-c96jZrqzkE","",603,196,"positive","URBAN","joy","society"
"3714","-cQDsrdzmNE","",115,87,"positive","LAW_AND_ORDER","negative","politics"
"3715","-cSei9UAWNc","",NA,NA,NA,NA,NA,NA
"3716","-cW4XxOP1GM","",138,112,"positive","LAW_AND_ORDER","fear","military"
"3717","-cXBgHgX5UE","",NA,NA,NA,NA,NA,NA
"3718","-ch3BdXOgyc","",NA,NA,NA,NA,NA,NA
"3720","-crgQGdpZR0","",20,6,"positive","GROUPS","positive","society"
"3721","-d3BsbiJdRA","",55,29,"positive","LAW_AND_ORDER","negative","politics"
"3722","-d9I1jTRxgE","R",97,89,"positive","INSTITUTIONS","trust","politics"
"3723","-dB_W38mCRM","LC",NA,NA,NA,NA,NA,NA
"3725","-dEWTZdY18A","",131,28,"positive","CULTURE","joy","society"
"3726","-dEpgODyOPk","",3,2,"positive","CULTURE","joy","economy"
"3730","-dGkkMdIwOc","",NA,NA,NA,NA,NA,NA
"3731","-dHs7jt_QVY","LC",77,55,"positive","INSTITUTIONS","trust","politics"
"3732","-dUNaX9rPDs","",NA,NA,NA,NA,NA,NA
"3736","-d_ybWDXNC4","",354,254,"positive","ENVIRONMENT","sadness","society"
"3742","-dhqFzl3e64","LC",NA,NA,NA,NA,NA,NA
"3750","-di2ziCh73w","",243,143,"positive","URBAN","joy","society"
"3753","-dm4_B_M3ss","RC",NA,NA,NA,NA,NA,NA
"3754","-dsM8zPGqa0","",78,37,"positive","RURAL","anticipation","military"
"3756","-dxCRmdK_cc","",NA,NA,NA,NA,NA,NA
"3757","-e16DmKH01s","",89,56,"positive","RURAL","joy","military"
"3760","-e5w6MT_JJg","",208,93,"positive","VALUES","positive","politics"
"3761","-eBUcBfkVCo","C",181,254,"negative","ENVIRONMENT","sadness","society"
"3764","-eJzws3p1wc","",NA,NA,NA,NA,NA,NA
"3765","-eMA7QIsZMM","",306,59,"positive","URBAN","joy","economy"
"3766","-eS0q6fE3q8","LC",72,9,"positive","GROUPS","anticipation","economy"
"3773","-eVr3RqnCRA","",70,77,"negative","LAW_AND_ORDER","trust","politics"
"3775","-eYxeRJCYMY","",NA,NA,NA,NA,NA,NA
"3776","-ebu0iVwaBc","RC",65,26,"positive","ECONOMY","surprise","economy"
"3777","-eoAf2gn6g8","",146,182,"negative","LAW_AND_ORDER","fear","military"
"3778","-erIFOM_EVY","",NA,NA,NA,NA,NA,NA
"3779","-esjQLvsgTs","LC",NA,NA,NA,NA,NA,NA
"3780","-evijx5cX2k","",370,207,"positive","VALUES","fear","politics"
"3781","-evqjdtne0o","",694,81,"positive","GROUPS","trust","politics"
"3785","-evvGIS5wgk","L",NA,NA,NA,NA,NA,NA
"3831","-ex7f7KVl3I","",88,65,"positive","VALUES","positive","society"
"3833","-ezfi6FQ8Ds","",NA,NA,NA,NA,NA,NA
"3834","-f3eVvH8hRE","",499,214,"positive","ENVIRONMENT","sadness","society"
"3835","-f3xtWvOopg","",NA,NA,NA,NA,NA,NA
"3836","-fAdaDJpZm4","",385,417,"negative","ENVIRONMENT","sadness","society"
"3837","-fJeBQk13uI","",NA,NA,NA,NA,NA,NA
"3838","-fOe9pPCW-c","",21,10,"positive","ENVIRONMENT","sadness","society"
"3840","-fPiKZBgXGg","",NA,NA,NA,NA,NA,NA
"3843","-fPo8kX-CFM","",221,301,"negative","VALUES","fear","military"
"3847","-fQ50a-m92Y","LC",143,165,"negative","VALUES","negative","politics"
"3848","-fXmaeDMsh0","",NA,NA,NA,NA,NA,NA
"3849","-fZklSPGGlU","",NA,NA,NA,NA,NA,NA
"3850","-fg_QdJcrpo","C",NA,NA,NA,NA,NA,NA
"3855","-fj0SlBEkYo","",NA,NA,NA,NA,NA,NA
"3856","-fofqKnqOaY","RC",NA,NA,NA,NA,NA,NA
"3857","-fsxaOGJv0o","",NA,NA,NA,NA,NA,NA
"3862","-fuUEESLKwM","",443,271,"positive","ECONOMY","surprise","economy"
"3863","-furW0zZE-A","",680,339,"positive","CULTURE","joy","economy"
"3870","-fusUxEPwsw","LC",106,52,"positive","ECONOMY","anticipation","diplomacy"
"3888","-fwusYZGOqc","",NA,NA,NA,NA,NA,NA
"3889","-fxImMUjBj0","",NA,NA,NA,NA,NA,NA
"3891","-fzeQQxLHkw","L",73,56,"positive","URBAN","joy","society"
"3893","-fzms5esY0w","",NA,NA,NA,NA,NA,NA
"3894","-g0ZRyo3INg","",NA,NA,NA,NA,NA,NA
"3895","-g4KoFILBRc","",1,2,"negative","RURAL","negative","military"
"3896","-g6o3-xETH4","LC",NA,NA,NA,NA,NA,NA
"3897","-gAVlh-7WZM","LC",16,56,"negative","LAW_AND_ORDER","fear","military"
"3898","-gDU7dRpOtw","RC",NA,NA,NA,NA,NA,NA
"3900","-gDinVAmtA0","",NA,NA,NA,NA,NA,NA
"3910","-gImHMFmj_k","",22,6,"positive","GROUPS","anticipation","diplomacy"
"3912","-gKa8ZIwE7g","LC",411,103,"positive","INSTITUTIONS","anger","politics"
"3914","-gLb_NPcINc","",NA,NA,NA,NA,NA,NA
"3916","-gal8E_dgE8","",151,32,"positive","RURAL","surprise","society"
"3929","-gdUtmf8wFg","LC",46,40,"positive","INSTITUTIONS","anger","politics"
"3930","-gfEjOgxBfI","",911,416,"positive","VALUES","negative","economy"
"3938","-gsXevAjNbw","L",NA,NA,NA,NA,NA,NA
"3949","-hC6XcCnovo","LC",28,6,"positive","LAW_AND_ORDER","negative","society"
"3950","-hJc3aRk52M","",455,161,"positive","ENVIRONMENT","sadness","society"
"3952","-hSJWt4SwzI","LC",NA,NA,NA,NA,NA,NA
"4014","-hZ5gTYMk8Y","",NA,NA,NA,NA,NA,NA
"4015","-hae10tkvc8","",NA,NA,NA,NA,NA,NA
"4016","-hc0kZh6CnM","",17,2,"positive","ECONOMY","sadness","society"
"4017","-hg8MIxebYc","",NA,NA,NA,NA,NA,NA
"4018","-hjPqSxkGDM","",NA,NA,NA,NA,NA,NA
"4019","-hjhJUGWmNo","",NA,NA,NA,NA,NA,NA
"4020","-hjqCKLMZSg","L",19,7,"positive","URBAN","joy","economy"
"4042","-hnK2cEvbJg","",187,58,"positive","ECONOMY","trust","economy"
"4043","-hoo_dIOP8k","LC",399,186,"positive","VALUES","positive","economy"
"4046","-hrTNF5dVLs","LC",NA,NA,NA,NA,NA,NA
"4047","-htnUTN4mH0","LC",75,38,"positive","ENVIRONMENT","negative","economy"
"4048","-hxuW0eFcDs","LC",96,17,"positive","CULTURE","negative","economy"
"4051","-hz2LeI2KYs","",496,211,"positive","GROUPS","anger","society"
"4053","-iHjOqa75zw","LC",NA,NA,NA,NA,NA,NA
"4064","-iMOVKJvv3Q","",109,63,"positive","ENVIRONMENT","fear","diplomacy"
"4066","-iOr-Z_qNAo","",NA,NA,NA,NA,NA,NA
"4068","-iTizg8Q0s4","",153,71,"positive","VALUES","sadness","economy"
"4069","-iU87WuyRW4","",144,71,"positive","LAW_AND_ORDER","joy","military"
"4097","-iWsDPVlIJI","",12,1,"positive","ENVIRONMENT","negative","diplomacy"
"4098","-iXwkwIEIbI","",948,369,"positive","VALUES","negative","economy"
"4099","-iZhBZbaAxQ","",37,15,"positive","CULTURE","joy","economy"
"4101","-i_YG2XnR5w","",126,42,"positive","CULTURE","joy","economy"
"4115","-ioFwjjWUQA","LC",46,46,"positive","INSTITUTIONS","anger","politics"
"4116","-ivHpucrpSc","",NA,NA,NA,NA,NA,NA
"4117","-j1FWhoHzlE","LC",NA,NA,NA,NA,NA,NA
"4118","-j2uKUK5P10","",NA,NA,NA,NA,NA,NA
"4119","-j4p7_b4P_A","LC",NA,NA,NA,NA,NA,NA
"4120","-j8L7p-76cU","",NA,NA,NA,NA,NA,NA
"4121","-j94t4tN1w0","",367,285,"positive","LAW_AND_ORDER","fear","military"
"4122","-jEDdFm3Nx0","",NA,NA,NA,NA,NA,NA
"4123","-jJqpXTA8X4","",NA,NA,NA,NA,NA,NA
"4125","-jLLXKW385g","",NA,NA,NA,NA,NA,NA
"4126","-jS496h3vcw","",NA,NA,NA,NA,NA,NA
"4128","-jUSkE8X9NQ","",NA,NA,NA,NA,NA,NA
"4129","-jUj7rFDKWU","C",53,39,"positive","INSTITUTIONS","trust","politics"
"4131","-jbQEuRh8lI","",600,240,"positive","URBAN","anticipation","diplomacy"
"4132","-jedL7qSxOU","C",19,9,"positive","ENVIRONMENT","disgust","society"
"4134","-jhRevEJF3A","",NA,NA,NA,NA,NA,NA
"4135","-jlUy2DR8TQ","",87,74,"positive","INSTITUTIONS","anger","economy"
"4141","-jtveshuX_U","",NA,NA,NA,NA,NA,NA
"4142","-juoPuIVtuM","",84,31,"positive","ECONOMY","sadness","economy"
"4145","-jvuhOa9wY4","",NA,NA,NA,NA,NA,NA
"4146","-k-V3ESHcfA","",NA,NA,NA,NA,NA,NA
"4149","-k-ztNsBM54","",NA,NA,NA,NA,NA,NA
"4157","-k0D_qFPb4o","",641,416,"positive","VALUES","positive","politics"
"4158","-k3B-tw2sB0","",NA,NA,NA,NA,NA,NA
"4159","-k4Wg06rUUs","",104,21,"positive","ECONOMY","surprise","economy"
"4160","-k4b6Vh6JOc","LC",4,11,"negative","CULTURE","joy","society"
"4164","-kGga0k_NMU","",9,1,"positive","VALUES","positive","society"
"4165","-kHzyzGP9SE","",NA,NA,NA,NA,NA,NA
"4166","-kLMdYoGsU4","",NA,NA,NA,NA,NA,NA
"4167","-kMT11IUeQ4","LC",NA,NA,NA,NA,NA,NA
"4168","-kNPmTZQySk","",NA,NA,NA,NA,NA,NA
"4169","-kUvtuRXdLE","",89,111,"negative","INSTITUTIONS","anticipation","military"
"4170","-kf_0Fmod6E","LC",31,3,"positive","VALUES","joy","politics"
"4171","-khe6IY9bTM","",NA,NA,NA,NA,NA,NA
"4173","-kjyltrKZSY","L",73,36,"positive","INSTITUTIONS","trust","politics"
"4175","-l2KPjQ2lJA","",40,19,"positive","URBAN","joy","society"
"4176","-l4s901oOUY","",159,76,"positive","LAW_AND_ORDER","negative","politics"
"4177","-l7MM9yoxII","",NA,NA,NA,NA,NA,NA
"4180","-lEX6HI4Mew","",104,23,"positive","URBAN","joy","society"
"4181","-lGHxBvRnSM","",194,81,"positive","URBAN","anticipation","diplomacy"
"4186","-lH54eA4i8s","",NA,NA,NA,NA,NA,NA
"4211","-lNxVGDQaXo","",259,77,"positive","VALUES","positive","society"
"4212","-lSIdJlSHQQ","",NA,NA,NA,NA,NA,NA
"4213","-lUMtY_BPsA","",NA,NA,NA,NA,NA,NA
"4214","-lWKZDEdb2Q","LC",8,6,"positive","VALUES","joy","politics"
"4216","-lX5_HqJu8o","",NA,NA,NA,NA,NA,NA
"4218","-lgcAySBbTA","LC",74,32,"positive","URBAN","joy","society"
"4225","-ljio9QI1T4","L",171,84,"positive","CULTURE","joy","society"
"4235","-m5jpnieyeU","",NA,NA,NA,NA,NA,NA
"4236","-m8NvmGIXvQ","",70,37,"positive","URBAN","joy","society"
